CustomerID,Segment,Recency,Frequency,Monetary,Predicted_CLV_12m,Churn_Probability,Risk_Level,Recommended_Action
12370,Silver Tier,51,4,3541.94,1762.9576794072923,2.2303788574990785e-05,Low,Maintain: Standard loyalty program
12371,Silver Tier,45,2,1887.96,1874.4457158823593,2.230378857499003e-05,Low,Maintain: Standard loyalty program
12372,Silver Tier,72,3,1298.04,1141.1640145083736,2.2303788574991693e-05,Low,Maintain: Standard loyalty program
12373,Inactive,311,1,364.6,305.018777800336,0.9999776962114252,High,Low Priority: Automated email only
12374,Silver Tier,25,1,742.9300000000001,1232.9005241921468,2.2303788574990107e-05,Low,Maintain: Standard loyalty program
12375,Silver Tier,11,2,457.5,1210.1923455152787,2.230378857499007e-05,Low,Maintain: Standard loyalty program
12377,Inactive,315,2,1628.12,743.7685591855372,0.9999776962114252,High,Low Priority: Automated email only
12378,Silver Tier,130,1,4008.62,585.3455299462746,0.9999776962114252,High,Send: Standard win-back offer
12379,Silver Tier,82,2,852.24,1042.821709430169,2.2303788574993356e-05,Low,Maintain: Standard loyalty program
12380,Silver Tier,22,4,2724.81,3175.8717992489464,2.230378857499003e-05,Low,Maintain: Standard loyalty program
12381,Silver Tier,5,5,1845.31,1774.02747016479,2.230378857499007e-05,Low,Maintain: Standard loyalty program
12383,Inactive,185,5,1850.56,1290.8874700188408,0.9999776962114252,High,Low Priority: Automated email only
12384,Silver Tier,29,2,585.27,1161.9987065507648,2.2303788574989992e-05,Low,Maintain: Standard loyalty program
12386,Inactive,338,2,401.9,406.4320429186952,0.9999776962114252,High,Low Priority: Automated email only
12388,Silver Tier,16,6,2780.66,2287.2153109441033,2.230378857499003e-05,Low,Maintain: Standard loyalty program
12390,Silver Tier,80,1,549.84,783.0733593220475,2.230378857499312e-05,Low,Maintain: Standard loyalty program
12391,Silver Tier,22,1,439.66,1287.698184584735,2.230378857499007e-05,Low,Maintain: Standard loyalty program
12393,Silver Tier,72,4,1582.6,1239.064958479354,2.2303788574991693e-05,Low,Maintain: Standard loyalty program
12394,Silver Tier,64,2,1272.48,1370.5726709413168,2.2303788574990974e-05,Low,Maintain: Standard loyalty program
12395,Silver Tier,19,12,3018.63,2345.5187972437902,2.230378857499007e-05,Low,Maintain: Standard loyalty program
12397,Silver Tier,36,2,2409.9,2347.1009419392344,2.230378857499003e-05,Low,Maintain: Standard loyalty program
12398,Silver Tier,46,1,1635.66,1016.603648575807,2.2303788574990107e-05,Low,Maintain: Standard loyalty program
12399,Silver Tier,119,4,1108.65,1222.042541528601,0.9999776962114252,High,Send: Standard win-back offer
12401,Inactive,303,1,84.3,311.5776142870179,0.9999776962114252,High,Low Priority: Automated email only
12402,Inactive,323,1,225.6,295.68243753942744,0.9999776962114252,High,Low Priority: Automated email only
12403,Silver Tier,50,1,427.7,982.1439581906712,2.2303788574990148e-05,Low,Maintain: Standard loyalty program
12405,Inactive,149,1,1710.39,534.0998019112836,0.9999776962114252,High,Low Priority: Automated email only
12406,Silver Tier,22,2,3415.3,2580.0286652954956,2.230378857499007e-05,Low,Maintain: Standard loyalty program
12407,Silver Tier,50,5,1708.12,1859.8065092717056,2.2303788574990107e-05,Low,Maintain: Standard loyalty program
12408,Silver Tier,33,5,2888.55,2389.4582138932165,2.230378857499003e-05,Low,Maintain: Standard loyalty program
12409,Silver Tier,79,3,11072.67,6431.232600290743,2.2303788574994823e-05,Low,Maintain: Standard loyalty program
12410,Inactive,309,2,693.3299999999999,307.4457237630449,0.9999776962114252,High,Low Priority: Automated email only
12412,Silver Tier,75,3,1226.88,1512.4931633374072,2.230378857499312e-05,Low,Maintain: Standard loyalty program
12413,Silver Tier,67,3,758.1,564.5670274911122,2.2303788574990703e-05,Low,Maintain: Standard loyalty program
12414,Inactive,217,3,562.41,705.3295808831213,0.9999776962114252,High,Low Priority: Automated email only
12415,Platinum Tier,24,21,124914.53,96342.3746196274,2.2303788574990937e-05,Low,Maintain: Continue white-glove service
12417,Silver Tier,3,9,3649.1,2930.0385794904214,2.2303788574990148e-05,Low,Maintain: Standard loyalty program
12418,Silver Tier,113,1,668.58,640.3162225470167,0.9999776962114252,High,Send: Standard win-back offer
12420,Silver Tier,64,1,600.39,877.9831095133258,2.2303788574990703e-05,Low,Maintain: Standard loyalty program
12421,Silver Tier,16,4,807.04,904.2696576814528,2.2303788574989992e-05,Low,Maintain: Standard loyalty program
12422,Silver Tier,96,3,803.5600000000001,803.1320188131793,0.9999776962114252,High,Send: Standard win-back offer
12423,Silver Tier,1,8,1859.31,1612.0745574288464,2.2303788574990185e-05,Low,Maintain: Standard loyalty program
12424,Inactive,163,2,1760.96,501.73383744486046,0.9999776962114252,High,Low Priority: Automated email only
12425,Silver Tier,78,1,777.2,788.3999061904082,2.230378857499229e-05,Low,Maintain: Standard loyalty program
12426,Inactive,195,1,582.73,440.69317179989525,0.9999776962114252,High,Low Priority: Automated email only
12427,Silver Tier,22,3,825.8,688.3194438651655,2.2303788574989992e-05,Low,Maintain: Standard loyalty program
12428,Silver Tier,26,9,7956.46,3169.546632834737,2.2303788574990107e-05,Low,Maintain: Standard loyalty program
12429,Silver Tier,9,4,3750.4,2111.0536245683907,2.230378857499007e-05,Low,Maintain: Standard loyalty program
12430,Silver Tier,43,1,256.4,1034.75663059681,2.230378857499003e-05,Low,Maintain: Standard loyalty program
12431,Gold Tier,36,15,6419.95,4875.216051307276,2.2303788574990385e-05,Low,Maintain: VIP loyalty program
12432,Silver Tier,43,5,5059.32,2786.1151243148706,2.230378857499007e-05,Low,Maintain: Standard loyalty program
12433,Silver Tier,1,7,13375.87,8625.387710487077,2.2303788574990785e-05,Low,Maintain: Standard loyalty program
12434,Silver Tier,85,2,806.14,868.5592299211354,2.2303788574994623e-05,Low,Maintain: Standard loyalty program
12435,Silver Tier,80,2,7829.89,3684.9319105546056,2.2303788574995416e-05,Low,Maintain: Standard loyalty program
12436,Silver Tier,100,1,509.01,689.8589465351988,0.9999776962114252,High,Send: Standard win-back offer
12437,Gold Tier,2,18,4951.41,4157.177030304067,2.2303788574990385e-05,Low,Maintain: VIP loyalty program
12438,Silver Tier,14,2,2906.85,3415.498580226149,2.230378857499007e-05,Low,Maintain: Standard loyalty program
12441,Inactive,367,1,173.55,266.45689100090283,0.9999776962114252,High,Low Priority: Automated email only
12442,Silver Tier,3,1,172.06,1609.660589705031,2.230378857499086e-05,Low,Maintain: Standard loyalty program
12444,Silver Tier,21,5,5005.46,4756.044239187997,2.230378857499007e-05,Low,Maintain: Standard loyalty program
12445,Silver Tier,22,1,133.4,1273.5470319616638,2.2303788574990148e-05,Low,Maintain: Standard loyalty program
12446,Silver Tier,58,1,1002.31,919.7889416513344,2.2303788574990426e-05,Low,Maintain: Standard loyalty program
12447,Inactive,243,1,476.49,371.4891427284427,0.9999776962114252,High,Low Priority: Automated email only
12448,Silver Tier,44,1,449.45,1025.5998068295544,2.230378857499003e-05,Low,Maintain: Standard loyalty program
12449,Silver Tier,22,4,4067.29,4474.985593842138,2.230378857499007e-05,Low,Maintain: Standard loyalty program
12450,Inactive,156,2,197.88,678.2822205514992,0.9999776962114252,High,Low Priority: Automated email only
12451,Silver Tier,11,5,9035.52,5301.353806814517,2.230378857499007e-05,Low,Maintain: Standard loyalty program
12452,Silver Tier,17,2,430.57,1363.4498314612754,2.230378857499007e-05,Low,Maintain: Standard loyalty program
12453,Silver Tier,134,1,707.09,570.9298029785416,0.9999776962114252,High,Send: Standard win-back offer
12454,Silver Tier,56,1,3528.34,927.1467966421674,2.2303788574990937e-05,Low,Maintain: Standard loyalty program
12455,Silver Tier,73,6,2466.86,1103.7981818039862,2.230378857499233e-05,Low,Maintain: Standard loyalty program
12456,Silver Tier,44,3,3181.04,2545.3360106050745,2.230378857499003e-05,Low,Maintain: Standard loyalty program
12457,Silver Tier,66,7,2363.23,2268.581142918128,2.230378857499161e-05,Low,Maintain: Standard loyalty program
12458,Silver Tier,71,2,947.4,797.93290549995,2.2303788574991337e-05,Low,Maintain: Standard loyalty program
12461,Silver Tier,94,2,826.88,870.7720487584959,0.9999776962114252,High,Send: Standard win-back offer
12462,Silver Tier,19,2,1189.59,697.3794651840036,2.230378857499003e-05,Low,Maintain: Standard loyalty program
12463,Silver Tier,53,4,1344.78,1476.568597386242,2.2303788574990307e-05,Low,Maintain: Standard loyalty program
12464,Silver Tier,10,8,1212.05,1258.318271587685,2.230378857499003e-05,Low,Maintain: Standard loyalty program
12465,Silver Tier,17,2,742.1899999999999,938.2113283938698,2.230378857499003e-05,Low,Maintain: Standard loyalty program
12468,Inactive,188,2,729.54,733.5062113414272,0.9999776962114252,High,Low Priority: Automated email only
12471,Gold Tier,2,30,19788.65,13752.2800408325,2.230378857499205e-05,Low,Maintain: VIP loyalty program
12472,Silver Tier,32,7,6572.11,3982.93133822203,2.230378857499007e-05,Low,Maintain: Standard loyalty program
12473,Silver Tier,29,5,3928.05,4475.1787765485415,2.230378857499007e-05,Low,Maintain: Standard loyalty program
12474,Gold Tier,17,18,7324.09,6279.531054980869,2.2303788574990307e-05,Low,Maintain: VIP loyalty program
12475,Silver Tier,54,1,723.38,949.944145249896,2.2303788574990385e-05,Low,Maintain: Standard loyalty program
12476,Silver Tier,16,11,6816.42,5529.38152001383,2.2303788574990107e-05,Low,Maintain: Standard loyalty program
12477,Silver Tier,23,6,13219.74,9789.930954081852,2.2303788574990663e-05,Low,Maintain: Standard loyalty program
12478,Silver Tier,4,1,680.99,1609.660589705031,2.2303788574990226e-05,Low,Maintain: Standard loyalty program
12479,Silver Tier,11,1,527.2,1448.6733665307254,2.230378857499007e-05,Low,Maintain: Standard loyalty program
12480,Silver Tier,28,4,3281.63,2259.257635387907,2.230378857499003e-05,Low,Maintain: Standard loyalty program
12481,Silver Tier,23,10,5579.82,4401.340621112907,2.2303788574990107e-05,Low,Maintain: Standard loyalty program
12483,Silver Tier,17,8,2484.98,1917.9716879237944,2.230378857499007e-05,Low,Maintain: Standard loyalty program
12484,Silver Tier,33,6,4527.32,3049.9327017774935,2.230378857499007e-05,Low,Maintain: Standard loyalty program
12488,Silver Tier,10,3,1298.66,2570.1824829113693,2.230378857499003e-05,Low,Maintain: Standard loyalty program
12489,Inactive,336,1,334.93,286.1923664968277,0.9999776962114252,High,Low Priority: Automated email only
12490,Silver Tier,5,10,5417.93,4128.421162448699,2.2303788574990185e-05,Low,Maintain: Standard loyalty program
12491,Silver Tier,39,1,460.4,1083.108434623702,2.230378857499003e-05,Low,Maintain: Standard loyalty program
12492,Silver Tier,63,2,263.21000000000004,1012.4024628857672,2.2303788574990663e-05,Low,Maintain: Standard loyalty program
12493,Inactive,166,2,433.74,730.2031166979693,0.9999776962114252,High,Low Priority: Automated email only
12494,Silver Tier,16,7,1246.1,1237.173569706693,2.230378857499003e-05,Low,Maintain: Standard loyalty program
12497,Silver Tier,82,1,1043.1,772.6333322467653,2.230378857499379e-05,Low,Maintain: Standard loyalty program
12498,Silver Tier,21,3,403.7000000000001,1443.1167681369452,2.230378857499003e-05,Low,Maintain: Standard loyalty program
12500,Silver Tier,23,11,4257.82,3566.4289518769106,2.2303788574990107e-05,Low,Maintain: Standard loyalty program
12501,Inactive,337,1,2169.39,286.1923664968277,0.9999776962114252,High,Low Priority: Automated email only
12502,Silver Tier,96,5,3723.87,2993.768602156485,0.9999776962114252,High,Send: Standard win-back offer
12504,Silver Tier,18,2,482.0499999999999,1479.0902238701728,2.230378857499007e-05,Low,Maintain: Standard loyalty program
12506,Inactive,233,1,73.5,385.0635714668843,0.9999776962114252,High,Low Priority: Automated email only
12507,Silver Tier,134,3,1304.81,1101.008664451282,0.9999776962114252,High,Send: Standard win-back offer
12508,Silver Tier,26,2,397.88,1757.6637633027726,2.230378857499007e-05,Low,Maintain: Standard loyalty program
12509,Inactive,284,1,176.5,328.3462161271562,0.9999776962114252,High,Low Priority: Automated email only
12510,Silver Tier,143,2,982.57,566.6782632650768,0.9999776962114252,High,Send: Standard win-back offer
12512,Silver Tier,66,2,132.18,858.4738053899073,2.2303788574991137e-05,Low,Maintain: Standard loyalty program
12513,Silver Tier,113,1,612.29,640.3162225470167,0.9999776962114252,High,Send: Standard win-back offer
12514,Inactive,267,1,1017.68,344.95708979870165,0.9999776962114252,High,Low Priority: Automated email only
12515,Inactive,353,1,383.7,274.66444300148896,0.9999776962114252,High,Low Priority: Automated email only
12516,Silver Tier,78,2,1312.06,1387.2756793720375,2.2303788574993156e-05,Low,Maintain: Standard loyalty program
12517,Silver Tier,28,5,2481.6,2652.2382219349533,2.230378857499003e-05,Low,Maintain: Standard loyalty program
12518,Silver Tier,1,5,2056.89,3901.672042508319,2.2303788574990185e-05,Low,Maintain: Standard loyalty program
12519,Silver Tier,64,1,330.84000000000003,877.9831095133258,2.2303788574990663e-05,Low,Maintain: Standard loyalty program
12520,Silver Tier,79,5,2634.26,1962.2714443770997,2.2303788574994505e-05,Low,Maintain: Standard loyalty program
12521,Silver Tier,143,1,599.68,549.2856589747144,0.9999776962114252,High,Send: Standard win-back offer
12522,Silver Tier,39,2,192.72,1388.2224266693113,2.230378857499007e-05,Low,Maintain: Standard loyalty program
12523,Silver Tier,19,11,1789.77,1773.138359210036,2.230378857499003e-05,Low,Maintain: Standard loyalty program
12524,Silver Tier,9,8,4485.72,3727.363867877581,2.2303788574990107e-05,Low,Maintain: Standard loyalty program
12526,Silver Tier,1,3,1316.66,2365.625706211568,2.2303788574990185e-05,Low,Maintain: Standard loyalty program
12527,Silver Tier,82,3,348.71000000000004,533.6330502999667,2.2303788574993753e-05,Low,Maintain: Standard loyalty program
12528,Silver Tier,9,6,1933.48,1609.0180242714996,2.2303788574989992e-05,Low,Maintain: Standard loyalty program
12530,Silver Tier,60,4,1662.28,1345.694526744733,2.2303788574990385e-05,Low,Maintain: Standard loyalty program
12531,Silver Tier,15,1,125.22,1396.3067155040203,2.2303788574990148e-05,Low,Maintain: Standard loyalty program
12532,Silver Tier,30,1,349.83000000000004,1170.6317638661749,2.230378857499007e-05,Low,Maintain: Standard loyalty program
12534,Silver Tier,131,1,1089.18,582.4044341532608,0.9999776962114252,High,Send: Standard win-back offer
12535,Silver Tier,92,2,716.35,924.1140522325708,0.9999776962114252,High,Send: Standard win-back offer
12536,Silver Tier,43,3,12601.830000000002,19650.30491347044,2.2303788574990585e-05,Low,Maintain: Standard loyalty program
12538,Silver Tier,29,1,363.95,1182.577097323801,2.230378857499007e-05,Low,Maintain: Standard loyalty program
12539,Silver Tier,22,4,5568.35,3348.2793410522045,2.230378857499007e-05,Low,Maintain: Standard loyalty program
12540,Gold Tier,20,17,13400.24,10001.552894480454,2.23037885749909e-05,Low,Maintain: VIP loyalty program
12541,Silver Tier,30,3,981.18,994.5435478050238,2.2303788574989992e-05,Low,Maintain: Standard loyalty program
12544,Silver Tier,36,1,372.7,1103.738729125816,2.2303788574990107e-05,Low,Maintain: Standard loyalty program
12545,Silver Tier,75,2,1000.39,742.5501501966602,2.230378857499217e-05,Low,Maintain: Standard loyalty program
12546,Silver Tier,47,2,1161.5,1724.389124083527,2.2303788574990107e-05,Low,Maintain: Standard loyalty program
12547,Inactive,198,2,207.8,431.9247712533648,0.9999776962114252,High,Low Priority: Automated email only
12548,Inactive,166,1,95.2,493.1946945131873,0.9999776962114252,High,Low Priority: Automated email only
12550,Silver Tier,79,1,964.83,783.0733593220475,2.2303788574992445e-05,Low,Maintain: Standard loyalty program
12551,Inactive,358,1,168.0,272.08569290817746,0.9999776962114252,High,Low Priority: Automated email only
12552,Silver Tier,39,2,437.82,1586.4356780007242,2.230378857499003e-05,Low,Maintain: Standard loyalty program
12553,Silver Tier,8,10,3692.28,2847.396961680295,2.2303788574990148e-05,Low,Maintain: Standard loyalty program
12556,Silver Tier,50,2,599.56,1001.1501044695552,2.2303788574990107e-05,Low,Maintain: Standard loyalty program
12557,Silver Tier,16,5,11990.96,8507.826095027614,2.230378857499007e-05,Low,Maintain: Standard loyalty program
12558,Silver Tier,8,1,269.96,1524.9288592155797,2.230378857499086e-05,Low,Maintain: Standard loyalty program
12559,Inactive,311,2,561.71,405.60416649481374,0.9999776962114252,High,Low Priority: Automated email only
12560,Silver Tier,5,3,2134.01,1883.6209194469511,2.230378857499007e-05,Low,Maintain: Standard loyalty program
12561,Inactive,303,1,238.85,312.4173559698087,0.9999776962114252,High,Low Priority: Automated email only
12562,Silver Tier,8,7,3781.74,4599.787200200921,2.2303788574990185e-05,Low,Maintain: Standard loyalty program
12564,Inactive,261,1,456.9,351.2283290459734,0.9999776962114252,High,Low Priority: Automated email only
12565,Inactive,289,1,145.92,324.6676665070214,0.9999776962114252,High,Low Priority: Automated email only
12566,Silver Tier,86,1,351.65,747.7119978348546,2.230378857499724e-05,Low,Maintain: Standard loyalty program
12567,Silver Tier,23,10,9401.28,6203.225818349643,2.2303788574990107e-05,Low,Maintain: Standard loyalty program
12569,Gold Tier,2,32,4124.69,4415.444177740052,2.230378857499157e-05,Low,Maintain: VIP loyalty program
12571,Silver Tier,40,2,519.61,1129.8109541211898,2.230378857499003e-05,Low,Maintain: Standard loyalty program
12572,Silver Tier,9,2,1020.42,2304.6208511361683,2.230378857499003e-05,Low,Maintain: Standard loyalty program
12573,Inactive,227,1,160.54000000000002,391.56726551098217,0.9999776962114252,High,Low Priority: Automated email only
12574,Inactive,316,1,218.45,301.84183365497734,0.9999776962114252,High,Low Priority: Automated email only
12576,Silver Tier,36,5,1315.83,1294.2733210312367,2.230378857499003e-05,Low,Maintain: Standard loyalty program
12577,Silver Tier,35,3,626.6,608.2866805831235,2.230378857499003e-05,Low,Maintain: Standard loyalty program
12578,Silver Tier,21,2,2794.51,1193.7833149700828,2.230378857499007e-05,Low,Maintain: Standard loyalty program
12579,Silver Tier,78,1,440.42,788.3999061904082,2.2303788574992364e-05,Low,Maintain: Standard loyalty program
12580,Inactive,247,1,415.7,367.9515524467717,0.9999776962114252,High,Low Priority: Automated email only
12581,Silver Tier,40,1,197.71,1073.0798618180827,2.230378857499007e-05,Low,Maintain: Standard loyalty program
12582,Inactive,239,2,511.36,627.4878173218895,0.9999776962114252,High,Low Priority: Automated email only
12583,Gold Tier,3,15,7281.38,5156.36473909585,2.2303788574990426e-05,Low,Maintain: VIP loyalty program
12584,Silver Tier,4,9,2338.15,2193.865113983952,2.2303788574990148e-05,Low,Maintain: Standard loyalty program
12585,Inactive,234,2,2040.1,854.4214646866964,0.9999776962114252,High,Low Priority: Automated email only
12586,Silver Tier,17,1,196.94000000000003,1347.594640248632,2.2303788574990107e-05,Low,Maintain: Standard loyalty program
12587,Silver Tier,8,1,144.0,1524.9288592155797,2.2303788574990937e-05,Low,Maintain: Standard loyalty program
12588,Silver Tier,39,1,214.9,1073.0798618180827,2.230378857499007e-05,Low,Maintain: Standard loyalty program
12589,Silver Tier,29,2,646.68,1335.3936419630215,2.2303788574989992e-05,Low,Maintain: Standard loyalty program
12590,Inactive,211,2,9864.26,413.9398564473345,0.9999776962114252,High,Low Priority: Automated email only
12591,Inactive,317,1,452.85,300.2780509841134,0.9999776962114252,High,Low Priority: Automated email only
12592,Silver Tier,92,2,437.6,694.7420352028616,0.9999776962114252,High,Send: Standard win-back offer
12593,Silver Tier,109,3,418.1,696.0417298401095,0.9999776962114252,High,Send: Standard win-back offer
12594,Silver Tier,38,10,3338.2200000000003,2891.295359602827,2.230378857499007e-05,Low,Maintain: Standard loyalty program
12596,Silver Tier,51,2,618.27,761.2250566068325,2.2303788574990226e-05,Low,Maintain: Standard loyalty program
12597,Silver Tier,19,4,3811.22,3479.9259263885356,2.230378857499007e-05,Low,Maintain: Standard loyalty program
12598,Silver Tier,10,8,3023.08,2536.4135733594862,2.230378857499007e-05,Low,Maintain: Standard loyalty program
12599,Silver Tier,29,7,1032.58,1130.523746648523,2.230378857499003e-05,Low,Maintain: Standard loyalty program
12600,Silver Tier,29,10,2599.04,2227.079653119142,2.230378857499007e-05,Low,Maintain: Standard loyalty program
12601,Inactive,190,5,577.0600000000001,713.5728193001327,0.9999776962114252,High,Low Priority: Automated email only
12602,Silver Tier,59,1,153.12,912.546967178022,2.230378857499082e-05,Low,Maintain: Standard loyalty program
12603,Silver Tier,22,1,739.1999999999999,1287.698184584735,2.2303788574990107e-05,Low,Maintain: Standard loyalty program
12604,Silver Tier,79,2,254.18,481.1010168983694,2.2303788574992563e-05,Low,Maintain: Standard loyalty program
12607,Silver Tier,60,1,1579.51,898.3998783426291,2.2303788574990463e-05,Low,Maintain: Standard loyalty program
12609,Silver Tier,78,3,1126.85,1029.5179464119203,2.2303788574992563e-05,Low,Maintain: Standard loyalty program
12610,Silver Tier,23,5,2099.54,2642.873575674416,2.2303788574989992e-05,Low,Maintain: Standard loyalty program
12611,Silver Tier,52,1,1193.32,957.7944940514782,2.2303788574990344e-05,Low,Maintain: Standard loyalty program
12612,Silver Tier,74,1,704.04,810.4510859892586,2.230378857499197e-05,Low,Maintain: Standard loyalty program
12613,Silver Tier,57,5,3344.38,2740.933575562626,2.23037885749909e-05,Low,Maintain: Standard loyalty program
12614,Inactive,278,1,315.6,334.98832132167604,0.9999776962114252,High,Low Priority: Automated email only
12615,Silver Tier,2,4,2291.19,2800.012250926984,2.2303788574990148e-05,Low,Maintain: Standard loyalty program
12616,Silver Tier,95,2,713.3,732.1859247504879,0.9999776962114252,High,Send: Standard win-back offer
12617,Silver Tier,29,1,352.98,1182.577097323801,2.230378857499007e-05,Low,Maintain: Standard loyalty program
12618,Silver Tier,22,1,177.31,1287.698184584735,2.2303788574990107e-05,Low,Maintain: Standard loyalty program
12619,Silver Tier,16,9,3641.24,3953.608366022096,2.230378857499007e-05,Low,Maintain: Standard loyalty program
12620,Silver Tier,15,3,1339.41,1392.016513026125,2.230378857499003e-05,Low,Maintain: Standard loyalty program
12621,Gold Tier,2,20,13689.67,10449.316100562122,2.23037885749909e-05,Low,Maintain: VIP loyalty program
12622,Inactive,232,1,180.1,385.0635714668843,0.9999776962114252,High,Low Priority: Automated email only
12623,Inactive,276,1,305.1,335.95919464018573,0.9999776962114252,High,Low Priority: Automated email only
12624,Silver Tier,106,2,641.13,953.3316138439508,0.9999776962114252,High,Send: Standard win-back offer
12625,Inactive,212,2,2683.82,1064.776298078639,0.9999776962114252,High,Low Priority: Automated email only
12626,Silver Tier,23,9,6620.48,4943.269806428039,2.2303788574990107e-05,Low,Maintain: Standard loyalty program
12627,Silver Tier,11,7,4478.53,6450.496270099508,2.2303788574990107e-05,Low,Maintain: Standard loyalty program
12628,Silver Tier,4,3,786.46,2118.3891948922646,2.2303788574990148e-05,Low,Maintain: Standard loyalty program
12630,Silver Tier,10,2,1270.88,2676.964100243775,2.230378857499003e-05,Low,Maintain: Standard loyalty program
12631,Silver Tier,57,1,640.5,919.7889416513344,2.2303788574990385e-05,Low,Maintain: Standard loyalty program
12633,Silver Tier,59,4,2163.98,1422.8157547154285,2.2303788574990385e-05,Low,Maintain: Standard loyalty program
12635,Silver Tier,90,2,1689.18,1903.0590219365247,2.230378857500021e-05,Low,Maintain: Standard loyalty program
12637,Silver Tier,67,8,6002.9,4074.602775483,2.230378857499181e-05,Low,Maintain: Standard loyalty program
12638,Silver Tier,33,1,671.69,1136.2013539108086,2.2303788574990107e-05,Low,Maintain: Standard loyalty program
12639,Inactive,239,1,486.1,377.53875631108787,0.9999776962114252,High,Low Priority: Automated email only
12640,Silver Tier,24,3,1174.58,1791.7094425460057,2.230378857499003e-05,Low,Maintain: Standard loyalty program
12641,Silver Tier,115,1,185.9,629.8774363004163,0.9999776962114252,High,Send: Standard win-back offer
12642,Silver Tier,25,3,1013.26,1933.704842892864,2.230378857499003e-05,Low,Maintain: Standard loyalty program
12643,Silver Tier,128,6,3344.64,2321.92610505784,0.9999776962114252,High,Send: Standard win-back offer
12644,Silver Tier,130,1,477.91,585.3455299462746,0.9999776962114252,High,Send: Standard win-back offer
12645,Silver Tier,34,4,1775.18,1521.5202627134977,2.2303788574989992e-05,Low,Maintain: Standard loyalty program
12646,Silver Tier,5,2,1346.97,2652.928291409981,2.2303788574990107e-05,Low,Maintain: Standard loyalty program
12647,Silver Tier,22,12,3722.82,2863.1597369416986,2.230378857499007e-05,Low,Maintain: Standard loyalty program
12648,Inactive,155,1,318.05,519.7310816912019,0.9999776962114252,High,Low Priority: Automated email only
12649,Silver Tier,107,3,623.51,740.5293753404133,0.9999776962114252,High,Send: Standard win-back offer
12650,Silver Tier,3,1,314.44,1609.660589705031,2.230378857499082e-05,Low,Maintain: Standard loyalty program
12651,Inactive,335,1,114.0,287.61252902899014,0.9999776962114252,High,Low Priority: Automated email only
12652,Inactive,331,1,919.98,289.7693988304708,0.9999776962114252,High,Low Priority: Automated email only
12653,Inactive,149,2,2209.85,1495.719924951022,0.9999776962114252,High,Low Priority: Automated email only
12654,Silver Tier,11,5,601.98,781.0403283214748,2.230378857499003e-05,Low,Maintain: Standard loyalty program
12656,Silver Tier,17,5,4051.17,4172.223028863962,2.230378857499007e-05,Low,Maintain: Standard loyalty program
12657,Silver Tier,11,4,1643.18,3092.136646603198,2.230378857499003e-05,Low,Maintain: Standard loyalty program
12658,Silver Tier,19,1,686.05,1332.1040378327834,2.2303788574990107e-05,Low,Maintain: Standard loyalty program
12659,Silver Tier,30,1,91.68,1182.577097323801,2.2303788574990148e-05,Low,Maintain: Standard loyalty program
12660,Silver Tier,11,1,245.1,1448.6733665307254,2.230378857499007e-05,Low,Maintain: Standard loyalty program
12662,Silver Tier,1,11,3849.78,3004.675942198041,2.2303788574990263e-05,Low,Maintain: Standard loyalty program
