CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Score_Avg
12455,73,6,2466.86,2,4,5,245,3.6666666666666665
12456,44,3,3181.04,3,3,5,335,3.6666666666666665
12457,66,7,2363.23,3,5,5,355,4.333333333333333
12458,71,2,947.4,3,2,4,324,3.0
12461,94,2,826.88,2,2,3,223,2.3333333333333335
12462,19,2,1189.59,4,2,4,424,3.3333333333333335
12463,53,4,1344.78,3,4,4,344,3.6666666666666665
12464,10,8,1212.05,5,5,4,554,4.666666666666667
12465,17,2,742.1899999999999,4,2,3,423,3.0
12468,188,2,729.54,1,2,3,123,2.0
12471,2,30,19788.649999999998,5,5,5,555,5.0
12472,32,7,6572.11,4,5,5,455,4.666666666666667
12473,29,5,3928.0499999999997,4,4,5,445,4.333333333333333
12474,17,18,7324.09,4,5,5,455,4.666666666666667
12475,54,1,723.38,3,1,3,313,2.3333333333333335
12476,16,11,6816.42,4,5,5,455,4.666666666666667
12477,23,6,13219.74,4,4,5,445,4.333333333333333
12478,4,1,680.99,5,1,3,513,3.0
12479,11,1,527.2,5,1,3,513,3.0
12480,28,4,3281.63,4,4,5,445,4.333333333333333
12481,23,10,5579.82,4,5,5,455,4.666666666666667
12483,17,8,2484.98,4,5,5,455,4.666666666666667
12484,33,6,4527.32,4,4,5,445,4.333333333333333
12488,10,3,1298.66,5,3,4,534,4.0
12489,336,1,334.93,1,1,2,112,1.3333333333333333
12490,5,10,5417.93,5,5,5,555,5.0
12491,39,1,460.40000000000003,3,1,2,312,2.0
12492,63,2,263.21000000000004,3,2,2,322,2.3333333333333335
12493,166,2,433.74,2,2,2,222,2.0
12494,16,7,1246.1,4,5,4,454,4.333333333333333
12497,82,1,1043.1,2,1,4,214,2.3333333333333335
12498,21,3,403.70000000000005,4,3,2,432,3.0
12500,23,11,4257.82,4,5,5,455,4.666666666666667
12501,337,1,2169.39,1,1,5,115,2.3333333333333335
12502,96,5,3723.87,2,4,5,245,3.6666666666666665
12504,18,2,482.04999999999995,4,2,2,422,2.6666666666666665
12506,233,1,73.5,1,1,1,111,1.0
12507,134,3,1304.81,2,3,4,234,3.0
12508,26,2,397.88,4,2,2,422,2.6666666666666665
12509,284,1,176.5,1,1,1,111,1.0
12510,143,2,982.5699999999999,2,2,4,224,2.6666666666666665
12512,66,2,132.18,3,2,1,321,2.0
12513,113,1,612.29,2,1,3,213,2.0
12514,267,1,1017.6800000000001,1,1,4,114,2.0
12515,353,1,383.7,1,1,2,112,1.3333333333333333
12516,78,2,1312.06,2,2,4,224,2.6666666666666665
12517,28,5,2481.6,4,4,5,445,4.333333333333333
12518,1,5,2056.89,5,4,5,545,4.666666666666667
12519,64,1,330.84000000000003,3,1,2,312,2.0
12520,79,5,2634.2599999999998,2,4,5,245,3.6666666666666665
12521,143,1,599.68,2,1,3,213,2.0
12522,39,2,192.72,3,2,1,321,2.0
12523,19,11,1789.77,4,5,4,454,4.333333333333333
12524,9,8,4485.72,5,5,5,555,5.0
12526,1,3,1316.66,5,3,4,534,4.0
12527,82,3,348.71000000000004,2,3,2,232,2.3333333333333335
12528,9,6,1933.48,5,5,4,554,4.666666666666667
12530,60,4,1662.28,3,4,4,344,3.6666666666666665
12531,15,1,125.22,4,1,1,411,2.0
12532,30,1,349.83000000000004,4,1,2,412,2.3333333333333335
12534,131,1,1089.18,2,1,4,214,2.3333333333333335
12535,92,2,716.35,2,2,3,223,2.3333333333333335
12536,43,3,12601.830000000002,3,3,5,335,3.6666666666666665
12538,29,1,363.95,4,1,2,412,2.3333333333333335
12539,22,4,5568.35,4,4,5,445,4.333333333333333
12540,20,17,13400.24,4,5,5,455,4.666666666666667
12541,30,3,981.18,4,3,4,434,3.6666666666666665
12544,36,1,372.7,3,1,2,312,2.0
12545,75,2,1000.39,2,2,4,224,2.6666666666666665
12546,47,2,1161.5,3,2,4,324,3.0
12547,198,2,207.8,1,2,1,121,1.3333333333333333
12548,166,1,95.19999999999999,2,1,1,211,1.3333333333333333
12550,79,1,964.83,2,1,4,214,2.3333333333333335
12551,358,1,168.0,1,1,1,111,1.0
12552,39,2,437.82,3,2,2,322,2.3333333333333335
12553,8,10,3692.28,5,5,5,555,5.0
12556,50,2,599.56,3,2,3,323,2.6666666666666665
12557,16,5,11990.960000000001,4,4,5,445,4.333333333333333
12558,8,1,269.96,5,1,2,512,2.6666666666666665
12559,311,2,561.71,1,2,3,123,2.0
12560,5,3,2134.0099999999998,5,3,5,535,4.333333333333333
12561,303,1,238.85,1,1,1,111,1.0
12562,8,7,3781.7400000000002,5,5,5,555,5.0
12564,261,1,456.9,1,1,2,112,1.3333333333333333
12565,289,1,145.92,1,1,1,111,1.0
12566,86,1,351.65,2,1,2,212,1.6666666666666667
12567,23,10,9401.28,4,5,5,455,4.666666666666667
12569,2,32,4124.69,5,5,5,555,5.0
12571,40,2,519.61,3,2,3,323,2.6666666666666665
12572,9,2,1020.4200000000001,5,2,4,524,3.6666666666666665
12573,227,1,160.54000000000002,1,1,1,111,1.0
12574,316,1,218.45000000000002,1,1,1,111,1.0
12576,36,5,1315.83,3,4,4,344,3.6666666666666665
12577,35,3,626.6,3,3,3,333,3.0
12578,21,2,2794.51,4,2,5,425,3.6666666666666665
12579,78,1,440.42,2,1,2,212,1.6666666666666667
12580,247,1,415.7,1,1,2,112,1.3333333333333333
12581,40,1,197.71,3,1,1,311,1.6666666666666667
12582,239,2,511.36,1,2,3,123,2.0
12583,3,15,7281.38,5,5,5,555,5.0
12584,4,9,2338.15,5,5,5,555,5.0
12585,234,2,2040.1,1,2,4,124,2.3333333333333335
12586,17,1,196.94000000000003,4,1,1,411,2.0
12587,8,1,144.0,5,1,1,511,2.3333333333333335
12588,39,1,214.89999999999998,3,1,1,311,1.6666666666666667
12589,29,2,646.68,4,2,3,423,3.0
12590,211,2,9864.26,1,2,5,125,2.6666666666666665
12591,317,1,452.84999999999997,1,1,2,112,1.3333333333333333
12592,92,2,437.6,2,2,2,222,2.0
12593,109,3,418.09999999999997,2,3,2,232,2.3333333333333335
12594,38,10,3338.2200000000003,3,5,5,355,4.333333333333333
12596,51,2,618.27,3,2,3,323,2.6666666666666665
12597,19,4,3811.22,4,4,5,445,4.333333333333333
12598,10,8,3023.08,5,5,5,555,5.0
12599,29,7,1032.58,4,5,4,454,4.333333333333333
12600,29,10,2599.04,4,5,5,455,4.666666666666667
12601,190,5,577.0600000000001,1,4,3,143,2.6666666666666665
12602,59,1,153.12,3,1,1,311,1.6666666666666667
12603,22,1,739.1999999999999,4,1,3,413,2.6666666666666665
12604,79,2,254.18,2,2,2,222,2.0
12607,60,1,1579.51,3,1,4,314,2.6666666666666665
12609,78,3,1126.85,2,3,4,234,3.0
12610,23,5,2099.54,4,4,5,445,4.333333333333333
12611,52,1,1193.32,3,1,4,314,2.6666666666666665
12612,74,1,704.04,2,1,3,213,2.0
12613,57,5,3344.38,3,4,5,345,4.0
12614,278,1,315.6,1,1,2,112,1.3333333333333333
12615,2,4,2291.19,5,4,5,545,4.666666666666667
12616,95,2,713.3,2,2,3,223,2.3333333333333335
12617,29,1,352.98,4,1,2,412,2.3333333333333335
12618,22,1,177.31,4,1,1,411,2.0
12619,16,9,3641.24,4,5,5,455,4.666666666666667
12620,15,3,1339.41,4,3,4,434,3.6666666666666665
12621,2,20,13689.67,5,5,5,555,5.0
12622,232,1,180.1,1,1,1,111,1.0
12623,276,1,305.1,1,1,2,112,1.3333333333333333
12624,106,2,641.13,2,2,3,223,2.3333333333333335
12625,212,2,2683.82,1,2,5,125,2.6666666666666665
12626,23,9,6620.48,4,5,5,455,4.666666666666667
12627,11,7,4478.53,5,5,5,555,5.0
12628,4,3,786.46,5,3,3,533,3.6666666666666665
12630,10,2,1270.88,5,2,4,524,3.6666666666666665
12631,57,1,640.5,3,1,3,313,2.3333333333333335
12633,59,4,2163.98,3,4,5,345,4.0
12635,90,2,1689.18,2,2,4,224,2.6666666666666665
12637,67,8,6002.9,3,5,5,355,4.333333333333333
12638,33,1,671.69,4,1,3,413,2.6666666666666665
12639,239,1,486.1,1,1,2,112,1.3333333333333333
12640,24,3,1174.58,4,3,4,434,3.6666666666666665
12641,115,1,185.9,2,1,1,211,1.3333333333333333
12642,25,3,1013.26,4,3,4,434,3.6666666666666665
12643,128,6,3344.64,2,5,5,255,4.0
12644,130,1,477.90999999999997,2,1,2,212,1.6666666666666667
12645,34,4,1775.18,3,4,4,344,3.6666666666666665
12646,5,2,1346.97,5,2,4,524,3.6666666666666665
12647,22,12,3722.82,4,5,5,455,4.666666666666667
12648,155,1,318.05,2,1,2,212,1.6666666666666667
12649,107,3,623.51,2,3,3,233,2.6666666666666665
12650,3,1,314.44,5,1,2,512,2.6666666666666665
12651,335,1,114.0,1,1,1,111,1.0
12652,331,1,919.98,1,1,3,113,1.6666666666666667
12653,149,2,2209.85,2,2,5,225,3.0
12654,11,5,601.98,5,4,3,543,4.0
12656,17,5,4051.17,4,4,5,445,4.333333333333333
12657,11,4,1643.18,5,4,4,544,4.333333333333333
12658,19,1,686.05,4,1,3,413,2.6666666666666665
12659,30,1,91.68,4,1,1,411,2.0
12660,11,1,245.1,5,1,1,511,2.3333333333333335
12662,1,11,3849.78,5,5,5,555,5.0
12664,8,9,4881.88,5,5,5,555,5.0
12665,325,1,63.0,1,1,1,111,1.0
12667,58,1,620.13,3,1,3,313,2.3333333333333335
12668,12,4,3807.15,5,4,5,545,4.666666666666667
12669,151,3,2744.0299999999997,2,3,5,235,3.3333333333333335
12670,10,5,2996.05,5,4,5,545,4.666666666666667
12672,330,1,225.9,1,1,1,111,1.0
12673,5,2,610.52,5,2,3,523,3.3333333333333335
12674,39,4,1970.6,3,4,4,344,3.6666666666666665
12676,25,6,1331.39,4,5,4,454,4.333333333333333
12678,42,12,17628.46,3,5,5,355,4.333333333333333
12679,59,4,1113.02,3,4,4,344,3.6666666666666665
12680,1,4,862.81,5,4,3,543,4.0
12681,15,22,13787.54,4,5,5,455,4.666666666666667
12682,4,31,12279.82,5,5,5,555,5.0
12683,4,15,8476.57,5,5,5,555,5.0
12684,8,7,2283.63,5,5,5,555,5.0
12685,28,6,2863.08,4,5,5,455,4.666666666666667
12686,372,1,89.14,1,1,1,111,1.0
12688,114,1,4873.8099999999995,2,1,5,215,2.6666666666666665
12689,26,2,1247.61,4,2,4,424,3.3333333333333335
12690,206,1,389.01,1,1,2,112,1.3333333333333333
12691,28,6,1035.8,4,5,4,454,4.333333333333333
12693,127,4,855.91,2,4,3,243,3.0
12694,70,2,869.67,3,2,3,323,2.6666666666666665
12695,7,4,582.1,5,4,3,543,4.0
12697,29,3,957.59,4,3,4,434,3.6666666666666665
12700,8,4,4939.99,5,4,5,545,4.666666666666667
12701,80,2,797.71,2,2,3,223,2.3333333333333335
12702,20,1,219.0,4,1,1,411,2.0
12703,71,1,283.55,3,1,2,312,2.0
12704,7,8,2340.84,5,5,5,555,5.0
12705,15,9,6868.29,4,5,5,455,4.666666666666667
12707,292,1,603.42,1,1,3,113,1.6666666666666667
12708,30,10,2712.91,4,5,5,455,4.666666666666667
12709,15,15,9706.52,4,5,5,455,4.666666666666667
12710,97,3,1149.02,2,3,4,234,3.0
12712,29,13,4396.13,4,5,5,455,4.666666666666667
12713,1,1,848.55,5,1,3,513,3.0
12714,9,5,4708.86,5,4,5,545,4.666666666666667
12715,106,1,343.36,2,1,2,212,1.6666666666666667
12716,4,2,1053.49,5,2,4,524,3.6666666666666665
12717,151,2,1030.98,2,2,4,224,2.6666666666666665
12718,71,1,238.25,3,1,1,311,1.6666666666666667
12719,5,2,644.95,5,2,3,523,3.3333333333333335
12720,3,25,5781.73,5,5,5,555,5.0
12721,32,6,2656.13,4,5,5,455,4.666666666666667
12722,85,4,997.63,2,4,4,244,3.3333333333333335
12723,4,5,725.07,5,4,3,543,4.0
12724,5,4,1031.41,5,4,4,544,4.333333333333333
12725,371,1,427.8,1,1,2,112,1.3333333333333333
12726,28,7,2609.1,4,5,5,455,4.666666666666667
12727,11,7,3980.7,5,5,5,555,5.0
12728,71,4,836.33,3,4,3,343,3.3333333333333335
12729,114,1,453.01,2,1,2,212,1.6666666666666667
12731,24,12,18895.91,4,5,5,455,4.666666666666667
12732,180,1,236.26000000000002,1,1,1,111,1.0
12733,234,1,383.95,1,1,2,112,1.3333333333333333
12734,353,1,110.39999999999999,1,1,1,111,1.0
12735,315,2,779.5699999999999,1,2,3,123,2.0
12736,333,1,234.0,1,1,1,111,1.0
12738,372,1,155.35,1,1,1,111,1.0
12739,78,2,1013.04,2,2,4,224,2.6666666666666665
12740,64,1,427.6,3,1,2,312,2.0
12743,134,2,540.13,2,2,3,223,2.3333333333333335
12744,52,7,21279.29,3,5,5,355,4.333333333333333
12747,2,11,4196.01,5,5,5,555,5.0
12748,1,209,33053.19,5,5,5,555,5.0
12749,4,5,4090.88,5,4,5,545,4.666666666666667
12750,129,1,275.88,2,1,2,212,1.6666666666666667
12752,81,1,4366.78,2,1,5,215,2.6666666666666665
12753,23,6,21429.39,4,5,5,455,4.666666666666667
12754,236,3,3010.74,1,3,5,135,3.0
12755,281,2,3811.9500000000003,1,2,5,125,2.6666666666666665
12756,87,1,112.08,2,1,1,211,1.3333333333333333
12757,16,13,7834.650000000001,4,5,5,455,4.666666666666667
12758,117,2,2791.59,2,2,5,225,3.0
12759,52,3,1531.44,3,3,4,334,3.3333333333333335
12762,8,2,1898.52,5,2,4,524,3.6666666666666665
12763,138,2,494.08,2,2,3,223,2.3333333333333335
12764,317,1,1693.88,1,1,4,114,2.0
12766,4,7,6989.63,5,5,5,555,5.0
12769,239,1,1143.6,1,1,4,114,2.0
12770,211,1,1351.45,1,1,4,114,2.0
12772,60,1,892.47,3,1,3,313,2.3333333333333335
12775,17,5,1386.04,4,4,4,444,4.0
12778,20,6,822.23,4,5,3,453,4.0
12779,38,8,3981.36,3,5,5,355,4.333333333333333
12781,64,2,826.74,3,2,3,323,2.6666666666666665
12782,5,5,2330.92,5,4,5,545,4.666666666666667
12783,2,6,2225.91,5,5,5,555,5.0
12784,9,2,532.82,5,2,3,523,3.3333333333333335
12785,364,1,311.95,1,1,2,112,1.3333333333333333
12787,10,3,463.66,5,3,2,532,3.3333333333333335
12789,65,1,91.85,3,1,1,311,1.6666666666666667
12790,192,1,324.92,1,1,2,112,1.3333333333333333
12791,374,1,192.60000000000002,1,1,1,111,1.0
12792,257,1,400.53999999999996,1,1,2,112,1.3333333333333333
12793,335,2,545.48,1,2,3,123,2.0
12794,53,2,860.41,3,2,3,323,2.6666666666666665
12795,19,1,430.48,4,1,2,412,2.3333333333333335
12797,366,1,254.03,1,1,2,112,1.3333333333333333
12798,10,3,6977.04,5,3,5,535,4.333333333333333
12802,187,1,427.58,1,1,2,112,1.3333333333333333
12808,37,3,483.65000000000003,3,3,2,332,2.6666666666666665
12809,178,1,489.31,2,1,3,213,2.0
12811,261,3,514.85,1,3,3,133,2.3333333333333335
12812,45,1,229.64000000000001,3,1,1,311,1.6666666666666667
12814,102,1,125.92,2,1,1,211,1.3333333333333333
12815,148,2,1063.46,2,2,4,224,2.6666666666666665
12816,96,2,572.2,2,2,3,223,2.3333333333333335
12817,281,1,166.04,1,1,1,111,1.0
12818,262,1,1542.08,1,1,4,114,2.0
12820,3,4,942.34,5,4,4,544,4.333333333333333
12821,214,1,92.72,1,1,1,111,1.0
12822,71,2,948.88,3,2,4,324,3.0
12823,75,5,1759.5,2,4,4,244,3.3333333333333335
12824,60,1,397.12,3,1,2,312,2.0
12826,3,7,1474.72,5,5,4,554,4.666666666666667
12827,6,3,430.15,5,3,2,532,3.3333333333333335
12828,3,6,1018.71,5,5,4,554,4.666666666666667
12829,337,2,293.0,1,2,2,122,1.6666666666666667
12830,38,6,6814.64,3,5,5,355,4.333333333333333
12831,262,1,215.05,1,1,1,111,1.0
12832,32,2,383.03000000000003,4,2,2,422,2.6666666666666665
12833,145,1,417.38,2,1,2,212,1.6666666666666667
12834,283,1,312.38,1,1,2,112,1.3333333333333333
12836,59,4,2610.36,3,4,5,345,4.0
12837,173,1,134.1,2,1,1,211,1.3333333333333333
12838,34,2,671.95,3,2,3,323,2.6666666666666665
12839,3,14,5591.42,5,5,5,555,5.0
12840,144,4,2726.77,2,4,5,245,3.6666666666666665
12841,5,25,3991.58,5,5,5,555,5.0
12842,70,2,1118.99,3,2,4,324,3.0
12843,66,8,1702.26,3,5,4,354,4.0
12844,29,2,325.96000000000004,4,2,2,422,2.6666666666666665
12845,267,4,354.09000000000003,1,4,2,142,2.3333333333333335
12847,22,1,843.64,4,1,3,413,2.6666666666666665
12849,31,2,1010.29,4,2,4,424,3.3333333333333335
12851,97,1,131.81,2,1,1,211,1.3333333333333333
12852,295,1,311.55,1,1,2,112,1.3333333333333333
12853,135,6,1957.1000000000001,2,5,4,254,3.6666666666666665
12854,79,3,1316.25,2,3,4,234,3.0
12855,373,1,38.1,1,1,1,111,1.0
12856,8,6,2170.78,5,5,5,555,5.0
12857,211,2,1106.4,1,2,4,124,2.3333333333333335
12863,52,1,521.2,3,1,3,313,2.3333333333333335
12864,138,1,147.12,2,1,1,211,1.3333333333333333
12865,26,2,1568.23,4,2,4,424,3.3333333333333335
12866,283,1,559.12,1,1,3,113,1.6666666666666667
12867,26,7,4009.34,4,5,5,455,4.666666666666667
12868,186,6,1607.0600000000002,1,5,4,154,3.3333333333333335
12871,84,2,380.64,2,2,2,222,2.0
12872,327,2,599.97,1,2,3,123,2.0
12873,282,1,374.0,1,1,2,112,1.3333333333333333
12875,143,2,343.2300000000001,2,2,2,222,2.0
12876,58,2,2218.02,3,2,5,325,3.3333333333333335
12877,4,12,1535.77,5,5,4,554,4.666666666666667
12878,236,2,854.99,1,2,3,123,2.0
12879,45,3,573.22,3,3,3,333,3.0
12881,276,1,298.0,1,1,2,112,1.3333333333333333
12882,9,2,1463.04,5,2,4,524,3.6666666666666665
12883,25,4,703.47,4,4,3,443,3.6666666666666665
12884,88,1,309.05,2,1,2,212,1.6666666666666667
12885,63,3,1175.22,3,3,4,334,3.3333333333333335
12886,68,2,1378.4,3,2,4,324,3.0
12888,214,2,354.12,1,2,2,122,1.6666666666666667
12890,24,1,376.71999999999997,4,1,2,412,2.3333333333333335
12891,186,3,331.0,1,3,2,132,2.0
12893,31,1,176.55,4,1,1,411,2.0
12895,42,2,372.8,3,2,2,322,2.3333333333333335
12897,205,2,216.5,1,2,1,121,1.3333333333333333
12901,9,28,17654.54,5,5,5,555,5.0
12902,265,1,138.68,1,1,1,111,1.0
12904,18,2,496.06,4,2,3,423,3.0
12906,12,5,2919.81,5,4,5,545,4.666666666666667
12908,176,2,750.0,2,2,3,223,2.3333333333333335
12909,40,5,2178.67,3,4,5,345,4.0
12910,23,8,3075.04,4,5,5,455,4.666666666666667
12912,3,5,1662.3,5,4,4,544,4.333333333333333
12913,5,5,2483.63,5,4,5,545,4.666666666666667
12915,149,2,363.65,2,2,2,222,2.0
12916,139,4,2944.95,2,4,5,245,3.6666666666666665
12917,128,1,594.0,2,1,3,213,2.0
12919,8,6,1335.19,5,5,4,554,4.666666666666667
12920,17,1,162.78,4,1,1,411,2.0
12921,9,37,16587.09,5,5,5,555,5.0
12922,161,1,405.38,2,1,2,212,1.6666666666666667
12923,64,1,172.82,3,1,1,311,1.6666666666666667
12924,88,4,933.7,2,4,4,244,3.3333333333333335
12925,5,2,694.05,5,2,3,523,3.3333333333333335
12928,35,5,2062.7,3,4,5,345,4.0
12929,312,1,117.85,1,1,1,111,1.0
12930,78,2,415.8,2,2,2,222,2.0
12931,22,15,42055.96,4,5,5,455,4.666666666666667
12933,24,3,607.53,4,3,3,433,3.3333333333333335
12935,2,7,2160.7,5,5,5,555,5.0
12936,17,4,1063.9,4,4,4,444,4.0
12937,15,4,1504.27,4,4,4,444,4.0
12938,26,1,114.14,4,1,1,411,2.0
12939,64,8,11581.8,3,5,5,355,4.333333333333333
12940,55,2,899.69,3,2,3,323,2.6666666666666665
12942,131,3,675.6,2,3,3,233,2.6666666666666665
12944,36,2,604.51,3,2,3,323,2.6666666666666665
12945,288,1,462.95,1,1,2,112,1.3333333333333333
12947,144,6,1603.99,2,5,4,254,3.6666666666666665
12948,16,7,2064.95,4,5,5,455,4.666666666666667
12949,31,8,4167.22,4,5,5,455,4.666666666666667
12950,2,3,1843.0,5,3,4,534,4.0
12951,9,6,1064.07,5,5,4,554,4.666666666666667
12952,6,4,1387.79,5,4,4,544,4.333333333333333
12953,10,1,329.85,5,1,2,512,2.6666666666666665
12955,1,11,4757.16,5,5,5,555,5.0
12956,306,1,108.07,1,1,1,111,1.0
12957,10,8,4017.54,5,5,5,555,5.0
12962,7,2,266.39,5,2,2,522,3.0
12963,8,8,1856.63,5,5,4,554,4.666666666666667
12965,89,1,769.8100000000001,2,1,3,213,2.0
12966,10,1,160.18,5,1,1,511,2.3333333333333335
12967,358,2,1660.9,1,2,4,124,2.3333333333333335
12968,112,1,135.95,2,1,1,211,1.3333333333333333
12970,7,4,405.47,5,4,2,542,3.6666666666666665
12971,4,86,11189.91,5,5,5,555,5.0
12974,198,1,144.8,1,1,1,111,1.0
12976,212,1,738.6,1,1,3,113,1.6666666666666667
12977,156,1,39.239999999999995,2,1,1,211,1.3333333333333333
12980,158,9,7374.900000000001,2,5,5,255,4.0
12981,30,2,372.21999999999997,4,2,2,422,2.6666666666666665
12982,243,1,390.54,1,1,2,112,1.3333333333333333
12984,19,1,97.5,4,1,1,411,2.0
12985,1,2,1239.38,5,2,4,524,3.6666666666666665
12987,74,2,558.7,2,2,3,223,2.3333333333333335
12988,292,1,505.82,1,1,3,113,1.6666666666666667
12989,3,15,6924.11,5,5,5,555,5.0
12990,31,3,409.5,4,3,2,432,3.0
12991,23,2,503.76,4,2,3,423,3.0
12993,23,4,414.76,4,4,2,442,3.3333333333333335
12994,4,3,974.42,5,3,4,534,4.0
12995,85,1,211.32,2,1,1,211,1.3333333333333333
12997,22,4,1226.89,4,4,4,444,4.0
12999,196,3,455.88,1,3,2,132,2.0
13000,107,3,534.85,2,3,3,233,2.6666666666666665
13001,4,13,9785.970000000001,5,5,5,555,5.0
13002,318,1,120.94999999999999,1,1,1,111,1.0
13003,106,3,149.05,2,3,1,231,2.0
13004,12,18,5655.91,5,5,5,555,5.0
13005,174,2,513.7,2,2,3,223,2.3333333333333335
13006,56,1,81.57,3,1,1,311,1.6666666666666667
13008,323,1,229.46999999999997,1,1,1,111,1.0
13011,372,1,50.550000000000004,1,1,1,111,1.0
13012,9,8,1646.8400000000001,5,5,4,554,4.666666666666667
13013,1,13,4810.9400000000005,5,5,5,555,5.0
13014,11,10,3466.2799999999997,5,5,5,555,5.0
13015,53,5,3339.64,3,4,5,345,4.0
13016,73,3,789.89,2,3,3,233,2.6666666666666665
13017,7,1,204.0,5,1,1,511,2.3333333333333335
